,_data,atemp,cnt,dteday,holiday,hr,hum,instant,mnth,season,temp,weathersit,weekday,windspeed,workingday,yr,day,dow,woy,cnt_log,by_season_all,peak,ideal,wet
99,train,0.1818,195.0,2011-01-05,0,8,0.4,100,1,1,0.2,1,3,0.2985,1,0,5,2,1,5.27811465923,312498.0,1,0,0
100,train,0.197,115.0,2011-01-05,0,9,0.37,101,1,1,0.22,1,3,0.3284,1,0,5,2,1,4.75359019111,312498.0,0,0,0
101,train,0.197,57.0,2011-01-05,0,10,0.37,102,1,1,0.22,1,3,0.3284,1,0,5,2,1,4.06044301055,312498.0,0,0,0
102,train,0.2273,46.0,2011-01-05,0,11,0.33,103,1,1,0.26,1,3,0.3284,1,0,5,2,1,3.85014760171,312498.0,0,0,0
103,train,0.2273,79.0,2011-01-05,0,12,0.33,104,1,1,0.26,1,3,0.3284,1,0,5,2,1,4.38202663467,312498.0,1,0,0
104,train,0.2576,71.0,2011-01-05,0,13,0.3,105,1,1,0.28,1,3,0.2985,1,0,5,2,1,4.27666611902,312498.0,0,0,0
105,train,0.2879,62.0,2011-01-05,0,14,0.28,106,1,1,0.3,1,3,0.194,1,0,5,2,1,4.14313472639,312498.0,0,0,0
106,train,0.2879,62.0,2011-01-05,0,15,0.28,107,1,1,0.3,1,3,0.194,1,0,5,2,1,4.14313472639,312498.0,0,0,0
107,train,0.3182,89.0,2011-01-05,0,16,0.28,108,1,1,0.3,1,3,0.0896,1,0,5,2,1,4.49980967033,312498.0,0,0,0
108,train,0.2273,190.0,2011-01-05,0,17,0.38,109,1,1,0.24,1,3,0.194,1,0,5,2,1,5.25227342805,312498.0,1,0,0
109,train,0.2424,169.0,2011-01-05,0,18,0.38,110,1,1,0.24,1,3,0.1343,1,0,5,2,1,5.13579843705,312498.0,1,0,0
110,train,0.2576,132.0,2011-01-05,0,19,0.38,111,1,1,0.24,1,3,0.1045,1,0,5,2,1,4.89034912822,312498.0,0,0,0
111,train,0.2273,89.0,2011-01-05,0,20,0.47,112,1,1,0.22,1,3,0.1642,1,0,5,2,1,4.49980967033,312498.0,0,0,0
112,train,0.197,43.0,2011-01-05,0,21,0.51,113,1,1,0.2,1,3,0.194,1,0,5,2,1,3.78418963392,312498.0,0,0,0
113,train,0.197,42.0,2011-01-05,0,22,0.55,114,1,1,0.18,1,3,0.1343,1,0,5,2,1,3.76120011569,312498.0,0,0,0
114,train,0.2576,19.0,2011-01-05,0,23,0.47,115,1,1,0.2,1,3,0.0,1,0,5,2,1,2.99573227355,312498.0,0,0,0
115,train,0.2424,11.0,2011-01-06,0,0,0.55,116,1,1,0.18,1,4,0.0,1,0,6,3,1,2.48490664979,312498.0,0,0,0
116,train,0.2273,4.0,2011-01-06,0,1,0.64,117,1,1,0.16,1,4,0.0,1,0,6,3,1,1.60943791243,312498.0,0,0,1
117,train,0.2273,2.0,2011-01-06,0,2,0.64,118,1,1,0.16,1,4,0.0,1,0,6,3,1,1.09861228867,312498.0,0,0,1
118,train,0.197,1.0,2011-01-06,0,4,0.64,119,1,1,0.16,2,4,0.0896,1,0,6,3,1,0.69314718056,312498.0,0,0,1
119,train,0.1818,4.0,2011-01-06,0,5,0.69,120,1,1,0.14,2,4,0.0896,1,0,6,3,1,1.60943791243,312498.0,0,0,1
120,train,0.1667,36.0,2011-01-06,0,6,0.63,121,1,1,0.14,2,4,0.1045,1,0,6,3,1,3.61091791264,312498.0,0,0,1
121,train,0.2273,95.0,2011-01-06,0,7,0.59,122,1,1,0.16,2,4,0.0,1,0,6,3,1,4.56434819147,312498.0,0,0,0
122,train,0.2273,219.0,2011-01-06,0,8,0.59,123,1,1,0.16,1,4,0.0,1,0,6,3,1,5.39362754635,312498.0,1,0,0
123,train,0.2424,122.0,2011-01-06,0,9,0.51,124,1,1,0.18,2,4,0.0,1,0,6,3,1,4.81218435537,312498.0,0,0,0
124,train,0.2576,45.0,2011-01-06,0,10,0.47,125,1,1,0.2,1,4,0.0,1,0,6,3,1,3.82864139649,312498.0,0,0,0
125,train,0.2576,59.0,2011-01-06,0,11,0.44,126,1,1,0.22,1,4,0.0896,1,0,6,3,1,4.09434456222,312498.0,0,0,0
126,train,0.2879,84.0,2011-01-06,0,12,0.35,127,1,1,0.26,1,4,0.0,1,0,6,3,1,4.44265125649,312498.0,1,0,0
127,train,0.2727,67.0,2011-01-06,0,13,0.35,128,1,1,0.26,1,4,0.1045,1,0,6,3,1,4.21950770518,312498.0,0,0,0
128,train,0.2727,70.0,2011-01-06,0,14,0.36,129,1,1,0.28,1,4,0.1642,1,0,6,3,1,4.26267987704,312498.0,0,0,0
129,train,0.2727,62.0,2011-01-06,0,15,0.36,130,1,1,0.28,1,4,0.0,1,0,6,3,1,4.14313472639,312498.0,0,0,0
130,train,0.2576,86.0,2011-01-06,0,16,0.38,131,1,1,0.26,1,4,0.1642,1,0,6,3,1,4.46590811865,312498.0,0,0,0
131,train,0.2273,172.0,2011-01-06,0,17,0.51,132,1,1,0.22,1,4,0.1642,1,0,6,3,1,5.1532915945,312498.0,1,0,0
132,train,0.2273,163.0,2011-01-06,0,18,0.51,133,1,1,0.22,1,4,0.1343,1,0,6,3,1,5.09986642782,312498.0,1,0,0
133,train,0.2576,112.0,2011-01-06,0,19,0.55,134,1,1,0.22,1,4,0.0896,1,0,6,3,1,4.72738781871,312498.0,0,0,0
134,train,0.2121,69.0,2011-01-06,0,20,0.51,135,1,1,0.2,1,4,0.1642,1,0,6,3,1,4.24849524205,312498.0,0,0,0
135,train,0.2121,48.0,2011-01-06,0,21,0.55,136,1,1,0.22,2,4,0.2239,1,0,6,3,1,3.89182029811,312498.0,0,0,0
136,train,0.2121,52.0,2011-01-06,0,22,0.51,137,1,1,0.22,2,4,0.2836,1,0,6,3,1,3.97029191355,312498.0,0,0,0
137,train,0.197,23.0,2011-01-06,0,23,0.59,138,1,1,0.2,2,4,0.194,1,0,6,3,1,3.17805383035,312498.0,0,0,0
138,train,0.197,17.0,2011-01-07,0,0,0.64,139,1,1,0.2,2,5,0.194,1,0,7,4,1,2.8903717579,312498.0,0,0,1
139,train,0.197,7.0,2011-01-07,0,1,0.69,140,1,1,0.2,2,5,0.2239,1,0,7,4,1,2.07944154168,312498.0,0,0,1
140,train,0.197,1.0,2011-01-07,0,2,0.69,141,1,1,0.2,2,5,0.2239,1,0,7,4,1,0.69314718056,312498.0,0,0,1
141,train,0.2121,1.0,2011-01-07,0,4,0.69,142,1,1,0.2,2,5,0.1343,1,0,7,4,1,0.69314718056,312498.0,0,0,1
142,train,0.2727,5.0,2011-01-07,0,5,0.55,143,1,1,0.22,3,5,0.0,1,0,7,4,1,1.79175946923,312498.0,0,0,0
143,train,0.2576,34.0,2011-01-07,0,6,0.69,144,1,1,0.2,2,5,0.0,1,0,7,4,1,3.55534806149,312498.0,0,0,1
144,train,0.2121,84.0,2011-01-07,0,7,0.69,145,1,1,0.2,1,5,0.1343,1,0,7,4,1,4.44265125649,312498.0,0,0,1
145,train,0.197,210.0,2011-01-07,0,8,0.51,146,1,1,0.2,1,5,0.2537,1,0,7,4,1,5.35185813348,312498.0,1,0,0
146,train,0.1818,134.0,2011-01-07,0,9,0.47,147,1,1,0.2,1,5,0.2985,1,0,7,4,1,4.90527477844,312498.0,0,0,0
147,train,0.197,63.0,2011-01-07,0,10,0.37,148,1,1,0.22,1,5,0.3284,1,0,7,4,1,4.15888308336,312498.0,0,0,0
148,train,0.197,67.0,2011-01-07,0,11,0.4,149,1,1,0.2,2,5,0.2239,1,0,7,4,1,4.21950770518,312498.0,0,0,0
149,train,0.197,59.0,2011-01-07,0,12,0.37,150,1,1,0.2,2,5,0.2537,1,0,7,4,1,4.09434456222,312498.0,1,0,0
150,train,0.1818,73.0,2011-01-07,0,13,0.37,151,1,1,0.2,2,5,0.2836,1,0,7,4,1,4.3040650932,312498.0,0,0,0
151,train,0.197,50.0,2011-01-07,0,14,0.4,152,1,1,0.2,2,5,0.2537,1,0,7,4,1,3.93182563272,312498.0,0,0,0
152,train,0.2121,72.0,2011-01-07,0,15,0.37,153,1,1,0.2,2,5,0.1642,1,0,7,4,1,4.29045944115,312498.0,0,0,0
153,train,0.2121,87.0,2011-01-07,0,16,0.37,154,1,1,0.2,2,5,0.1642,1,0,7,4,1,4.47733681448,312498.0,0,0,0
154,train,0.2576,187.0,2011-01-07,0,17,0.37,155,1,1,0.2,2,5,0.0,1,0,7,4,1,5.23644196283,312498.0,1,0,0
155,train,0.2273,123.0,2011-01-07,0,18,0.4,156,1,1,0.2,1,5,0.0896,1,0,7,4,1,4.82028156561,312498.0,1,0,0
156,train,0.197,95.0,2011-01-07,0,19,0.55,157,1,1,0.16,1,5,0.0896,1,0,7,4,1,4.56434819147,312498.0,0,0,0
157,train,0.2121,51.0,2011-01-07,0,20,0.47,158,1,1,0.18,1,5,0.1045,1,0,7,4,1,3.95124371858,312498.0,0,0,0
158,train,0.197,39.0,2011-01-07,0,21,0.47,159,1,1,0.18,1,5,0.1343,1,0,7,4,1,3.68887945411,312498.0,0,0,0
159,train,0.197,36.0,2011-01-07,0,22,0.43,160,1,1,0.18,2,5,0.1642,1,0,7,4,1,3.61091791264,312498.0,0,0,0
160,train,0.197,15.0,2011-01-07,0,23,0.51,161,1,1,0.18,2,5,0.1642,1,0,7,4,1,2.77258872224,312498.0,0,0,0
161,train,0.197,25.0,2011-01-08,0,0,0.51,162,1,1,0.18,2,6,0.1642,0,0,8,5,1,3.25809653802,312498.0,0,0,0
162,train,0.2121,16.0,2011-01-08,0,1,0.55,163,1,1,0.18,2,6,0.0896,0,0,8,5,1,2.83321334406,312498.0,0,0,0
163,train,0.2424,16.0,2011-01-08,0,2,0.55,164,1,1,0.18,2,6,0.0,0,0,8,5,1,2.83321334406,312498.0,0,0,0
164,train,0.197,7.0,2011-01-08,0,3,0.55,165,1,1,0.18,3,6,0.1642,0,0,8,5,1,2.07944154168,312498.0,0,0,0
165,train,0.197,1.0,2011-01-08,0,4,0.55,166,1,1,0.18,3,6,0.1642,0,0,8,5,1,0.69314718056,312498.0,0,0,0
166,train,0.1667,5.0,2011-01-08,0,5,0.74,167,1,1,0.16,2,6,0.1642,0,0,8,5,1,1.79175946923,312498.0,0,0,0
167,train,0.1667,2.0,2011-01-08,0,6,0.74,168,1,1,0.16,2,6,0.1642,0,0,8,5,1,1.09861228867,312498.0,0,0,0
168,train,0.1818,9.0,2011-01-08,0,7,0.74,169,1,1,0.16,2,6,0.1045,0,0,8,5,1,2.30258509299,312498.0,0,0,0
169,train,0.1818,15.0,2011-01-08,0,8,0.93,170,1,1,0.16,3,6,0.1045,0,0,8,5,1,2.77258872224,312498.0,0,0,0
170,train,0.1818,20.0,2011-01-08,0,9,0.93,171,1,1,0.16,3,6,0.1045,0,0,8,5,1,3.04452243772,312498.0,0,0,0
171,train,0.197,61.0,2011-01-08,0,10,0.8,172,1,1,0.18,2,6,0.1642,0,0,8,5,1,4.12713438505,312498.0,1,0,0
172,train,0.1818,62.0,2011-01-08,0,11,0.69,173,1,1,0.2,2,6,0.3881,0,0,8,5,1,4.14313472639,312498.0,1,0,0
173,train,0.1818,98.0,2011-01-08,0,12,0.59,174,1,1,0.2,2,6,0.3582,0,0,8,5,1,4.59511985013,312498.0,1,0,0
174,train,0.1818,102.0,2011-01-08,0,13,0.44,175,1,1,0.2,1,6,0.3284,0,0,8,5,1,4.63472898823,312498.0,1,0,0
175,train,0.1667,95.0,2011-01-08,0,14,0.32,176,1,1,0.2,1,6,0.4925,0,0,8,5,1,4.56434819147,312498.0,1,0,0
176,train,0.1667,74.0,2011-01-08,0,15,0.32,177,1,1,0.2,1,6,0.4478,0,0,8,5,1,4.31748811354,312498.0,1,0,0
177,train,0.1364,76.0,2011-01-08,0,16,0.29,178,1,1,0.18,1,6,0.4478,0,0,8,5,1,4.34380542185,312498.0,1,0,0
178,train,0.1212,69.0,2011-01-08,0,17,0.37,179,1,1,0.16,1,6,0.5522,0,0,8,5,1,4.24849524205,312498.0,1,0,0
179,train,0.1212,55.0,2011-01-08,0,18,0.39,180,1,1,0.14,1,6,0.2985,0,0,8,5,1,4.02535169074,312498.0,1,0,0
180,train,0.1212,30.0,2011-01-08,0,19,0.36,181,1,1,0.14,1,6,0.2537,0,0,8,5,1,3.43398720449,312498.0,1,0,0
181,train,0.1212,28.0,2011-01-08,0,20,0.36,182,1,1,0.12,1,6,0.2537,0,0,8,5,1,3.36729582999,312498.0,0,0,0
182,train,0.1061,37.0,2011-01-08,0,21,0.39,183,1,1,0.12,1,6,0.3582,0,0,8,5,1,3.63758615973,312498.0,0,0,0
183,train,0.1061,34.0,2011-01-08,0,22,0.36,184,1,1,0.12,1,6,0.3881,0,0,8,5,1,3.55534806149,312498.0,0,0,0
184,train,0.0606,22.0,2011-01-08,0,23,0.39,185,1,1,0.1,1,6,0.4478,0,0,8,5,1,3.13549421593,312498.0,0,0,0
