dteday,Prediction
2011-02-23,31.0
2011-02-23,106.0
2011-02-23,41.0
2011-02-23,46.0
2011-02-23,53.0
2011-02-23,183.0
2011-02-23,70.0
2011-02-23,78.0
2011-02-23,87.0
2011-02-23,93.0
2011-02-23,307.0
2011-02-23,321.0
2011-02-23,110.0
2011-02-23,73.0
2011-02-23,116.0
2011-02-23,126.0
2011-02-23,132.0
2011-02-24,22.0
2011-02-24,16.0
2011-02-24,17.0
2011-02-24,18.0
2011-02-24,21.0
2011-02-24,23.0
2011-02-24,25.0
2011-02-24,90.0
2011-02-24,28.0
2011-02-24,32.0
2011-02-24,58.0
2011-02-24,207.0
2011-02-24,79.0
2011-02-24,89.0
2011-02-24,89.0
2011-02-24,62.0
2011-02-24,184.0
2011-02-24,213.0
2011-02-24,68.0
2011-02-24,83.0
2011-02-24,88.0
2011-02-24,87.0
2011-02-24,99.0
2011-02-25,15.0
2011-02-25,18.0
2011-02-25,19.0
2011-02-25,21.0
2011-02-25,25.0
2011-02-25,25.0
2011-02-25,27.0
2011-02-25,92.0
2011-02-25,32.0
2011-02-25,43.0
2011-02-25,69.0
2011-02-25,193.0
2011-02-25,69.0
2011-02-25,116.0
2011-02-25,138.0
2011-02-25,99.0
2011-02-25,344.0
2011-02-25,354.0
2011-02-25,121.0
2011-02-25,134.0
2011-02-25,134.0
2011-02-25,137.0
2011-02-25,146.0
2011-02-26,13.0
2011-02-26,15.0
2011-02-26,16.0
2011-02-26,16.0
2011-02-26,16.0
2011-02-26,18.0
2011-02-26,21.0
2011-02-26,23.0
2011-02-26,23.0
2011-02-26,26.0
2011-02-26,93.0
2011-02-26,112.0
2011-02-26,113.0
2011-02-26,127.0
2011-02-26,138.0
2011-02-26,155.0
2011-02-26,185.0
2011-02-26,201.0
2011-02-26,208.0
2011-02-26,217.0
2011-02-26,74.0
2011-02-26,78.0
2011-02-26,83.0
2011-02-26,90.0
2011-02-27,14.0
2011-02-27,16.0
2011-02-27,17.0
2011-02-27,18.0
2011-02-27,19.0
2011-02-27,23.0
2011-02-27,24.0
2011-02-27,27.0
2011-02-27,31.0
2011-02-27,106.0
2011-02-27,126.0
2011-02-27,149.0
2011-02-27,163.0
2011-02-27,186.0
2011-02-27,210.0
2011-02-27,237.0
2011-02-27,233.0
2011-02-27,244.0
2011-02-27,259.0
2011-02-27,91.0
2011-02-27,97.0
2011-02-27,93.0
2011-02-27,95.0
2011-02-28,16.0
2011-02-28,16.0
2011-02-28,17.0
2011-02-28,23.0
2011-02-28,25.0
2011-02-28,29.0
2011-02-28,92.0
2011-02-28,44.0
2011-02-28,54.0
2011-02-28,59.0
2011-02-28,194.0
2011-02-28,52.0
2011-02-28,53.0
2011-02-28,58.0
2011-02-28,59.0
2011-02-28,198.0
2011-02-28,229.0
2011-02-28,88.0
2011-02-28,96.0
2011-02-28,97.0
2011-02-28,83.0
2011-02-28,95.0
2011-03-20,17.0
2011-03-20,18.0
2011-03-20,19.0
2011-03-20,19.0
2011-03-20,20.0
2011-03-20,22.0
2011-03-20,24.0
2011-03-20,24.0
2011-03-20,28.0
2011-03-20,32.0
2011-03-20,99.0
2011-03-20,124.0
2011-03-20,139.0
2011-03-20,153.0
2011-03-20,171.0
2011-03-20,189.0
2011-03-20,206.0
2011-03-20,233.0
2011-03-20,248.0
2011-03-20,240.0
2011-03-20,86.0
2011-03-20,81.0
2011-03-20,87.0
2011-03-20,86.0
2011-03-21,17.0
2011-03-21,20.0
2011-03-21,21.0
2011-03-21,23.0
2011-03-21,30.0
2011-03-21,26.0
2011-03-21,27.0
2011-03-21,101.0
2011-03-21,37.0
2011-03-21,47.0
2011-03-21,54.0
2011-03-21,180.0
2011-03-21,70.0
2011-03-21,81.0
2011-03-21,91.0
2011-03-21,96.0
2011-03-21,312.0
2011-03-21,323.0
2011-03-21,149.0
2011-03-21,146.0
2011-03-21,134.0
2011-03-21,146.0
2011-03-21,152.0
2011-03-22,27.0
2011-03-22,26.0
2011-03-22,29.0
2011-03-22,33.0
2011-03-22,30.0
2011-03-22,32.0
2011-03-22,39.0
2011-03-22,37.0
2011-03-22,186.0
2011-03-22,69.0
2011-03-22,76.0
2011-03-22,92.0
2011-03-22,306.0
2011-03-22,116.0
2011-03-22,129.0
2011-03-22,135.0
2011-03-22,141.0
2011-03-22,461.0
2011-03-22,479.0
2011-03-22,151.0
2011-03-22,168.0
2011-03-22,172.0
2011-03-22,179.0
2011-03-22,193.0
2011-03-23,18.0
2011-03-23,18.0
2011-03-23,20.0
2011-03-23,24.0
2011-03-23,25.0
2011-03-23,31.0
2011-03-23,32.0
2011-03-23,107.0
2011-03-23,38.0
2011-03-23,42.0
2011-03-23,46.0
2011-03-23,149.0
2011-03-23,47.0
2011-03-23,59.0
2011-03-23,70.0
2011-03-23,78.0
2011-03-23,256.0
2011-03-23,244.0
2011-03-23,87.0
2011-03-23,92.0
2011-03-23,89.0
2011-03-23,103.0
2011-03-23,98.0
2011-03-24,19.0
2011-03-24,20.0
2011-03-24,21.0
2011-03-24,22.0
2011-03-24,24.0
2011-03-24,26.0
2011-03-24,28.0
2011-03-24,27.0
2011-03-24,87.0
2011-03-24,34.0
2011-03-24,37.0
2011-03-24,43.0
2011-03-24,144.0
2011-03-24,52.0
2011-03-24,54.0
2011-03-24,60.0
2011-03-24,64.0
2011-03-24,210.0
2011-03-24,227.0
2011-03-24,133.0
2011-03-24,93.0
2011-03-24,97.0
2011-03-24,104.0
2011-03-24,107.0
2011-03-25,18.0
2011-03-25,18.0
2011-03-25,20.0
2011-03-25,22.0
2011-03-25,23.0
2011-03-25,24.0
2011-03-25,26.0
2011-03-25,44.0
2011-03-25,150.0
2011-03-25,54.0
2011-03-25,58.0
2011-03-25,73.0
2011-03-25,244.0
2011-03-25,87.0
2011-03-25,103.0
2011-03-25,95.0
2011-03-25,102.0
2011-03-25,327.0
2011-03-25,375.0
2011-03-25,122.0
2011-03-25,129.0
2011-03-25,140.0
2011-03-25,148.0
2011-03-25,152.0
2011-03-26,15.0
2011-03-26,17.0
2011-03-26,18.0
2011-03-26,18.0
2011-03-26,21.0
2011-03-26,21.0
2011-03-26,22.0
2011-03-26,25.0
2011-03-26,28.0
2011-03-26,32.0
2011-03-26,110.0
2011-03-26,122.0
2011-03-26,138.0
2011-03-26,155.0
2011-03-26,173.0
2011-03-26,189.0
2011-03-26,205.0
2011-03-26,211.0
2011-03-26,207.0
2011-03-26,210.0
2011-03-26,75.0
2011-03-26,77.0
2011-03-26,87.0
2011-03-26,90.0
2011-03-27,15.0
2011-03-27,15.0
2011-03-27,15.0
2011-03-27,15.0
2011-03-27,16.0
2011-03-27,18.0
2011-03-27,19.0
2011-03-27,28.0
2011-03-27,31.0
2011-03-27,94.0
2011-03-27,106.0
2011-03-27,120.0
2011-03-27,154.0
2011-03-27,172.0
2011-03-27,188.0
2011-03-27,198.0
2011-03-27,218.0
2011-03-27,224.0
2011-03-27,244.0
2011-03-27,83.0
2011-03-27,86.0
2011-03-27,93.0
2011-03-27,102.0
2011-03-28,24.0
2011-03-28,26.0
2011-03-28,28.0
2011-03-28,30.0
2011-03-28,33.0
2011-03-28,35.0
2011-03-28,40.0
2011-03-28,132.0
2011-03-28,43.0
2011-03-28,53.0
2011-03-28,55.0
2011-03-28,175.0
2011-03-28,69.0
2011-03-28,86.0
2011-03-28,94.0
2011-03-28,103.0
2011-03-28,339.0
2011-03-28,359.0
2011-03-28,121.0
2011-03-28,137.0
2011-03-28,149.0
2011-03-28,154.0
2011-03-28,161.0
2011-03-29,26.0
2011-03-29,27.0
2011-03-29,29.0
2011-03-29,32.0
2011-03-29,32.0
2011-03-29,36.0
2011-03-29,40.0
2011-03-29,43.0
2011-03-29,146.0
2011-03-29,57.0
2011-03-29,62.0
2011-03-29,66.0
2011-03-29,236.0
2011-03-29,84.0
2011-03-29,94.0
2011-03-29,111.0
2011-03-29,118.0
2011-03-29,394.0
2011-03-29,386.0
2011-03-29,135.0
2011-03-29,149.0
2011-03-29,155.0
2011-03-29,167.0
2011-03-29,159.0
2011-03-30,27.0
2011-03-30,32.0
2011-03-30,31.0
2011-03-30,34.0
2011-03-30,37.0
2011-03-30,38.0
2011-03-30,42.0
2011-03-30,47.0
2011-03-30,155.0
2011-03-30,55.0
2011-03-30,61.0
2011-03-30,67.0
2011-03-30,218.0
2011-03-30,82.0
2011-03-30,88.0
2011-03-30,51.0
2011-03-30,55.0
2011-03-30,171.0
2011-03-30,208.0
2011-03-30,74.0
2011-03-30,68.0
2011-03-30,83.0
2011-03-30,80.0
2011-03-30,86.0
2011-03-31,14.0
2011-03-31,15.0
2011-03-31,17.0
2011-03-31,18.0
2011-03-31,20.0
2011-03-31,21.0
2011-03-31,23.0
2011-03-31,25.0
2011-03-31,94.0
2011-03-31,31.0
2011-03-31,33.0
2011-03-31,37.0
2011-03-31,124.0
2011-03-31,45.0
2011-03-31,49.0
2011-03-31,53.0
2011-03-31,65.0
2011-03-31,212.0
2011-03-31,226.0
2011-03-31,80.0
2011-03-31,76.0
2011-03-31,90.0
2011-03-31,90.0
2011-03-31,91.0
2011-04-20,26.0
2011-04-20,28.0
2011-04-20,30.0
2011-04-20,31.0
2011-04-20,33.0
2011-04-20,37.0
2011-04-20,41.0
2011-04-20,44.0
2011-04-20,229.0
2011-04-20,81.0
2011-04-20,80.0
2011-04-20,86.0
2011-04-20,497.0
2011-04-20,178.0
2011-04-20,202.0
2011-04-20,198.0
2011-04-20,214.0
2011-04-20,684.0
2011-04-20,804.0
2011-04-20,267.0
2011-04-20,268.0
2011-04-20,299.0
2011-04-20,311.0
2011-04-20,338.0
2011-04-21,51.0
2011-04-21,50.0
2011-04-21,54.0
2011-04-21,51.0
2011-04-21,53.0
2011-04-21,57.0
2011-04-21,60.0
2011-04-21,65.0
2011-04-21,207.0
2011-04-21,72.0
2011-04-21,88.0
2011-04-21,96.0
2011-04-21,315.0
2011-04-21,121.0
2011-04-21,138.0
2011-04-21,155.0
2011-04-21,165.0
2011-04-21,494.0
2011-04-21,551.0
2011-04-21,184.0
2011-04-21,185.0
2011-04-21,196.0
2011-04-21,206.0
2011-04-21,216.0
2011-04-22,23.0
2011-04-22,37.0
2011-04-22,40.0
2011-04-22,44.0
2011-04-22,46.0
2011-04-22,48.0
2011-04-22,53.0
2011-04-22,52.0
2011-04-22,169.0
2011-04-22,37.0
2011-04-22,46.0
2011-04-22,44.0
2011-04-22,141.0
2011-04-22,51.0
2011-04-22,55.0
2011-04-22,59.0
2011-04-22,63.0
2011-04-22,202.0
2011-04-22,218.0
2011-04-22,78.0
2011-04-22,84.0
2011-04-22,88.0
2011-04-22,94.0
2011-04-22,106.0
2011-04-23,17.0
2011-04-23,18.0
2011-04-23,18.0
2011-04-23,19.0
2011-04-23,21.0
2011-04-23,23.0
2011-04-23,28.0
2011-04-23,27.0
2011-04-23,34.0
2011-04-23,41.0
2011-04-23,141.0
2011-04-23,162.0
2011-04-23,226.0
2011-04-23,242.0
2011-04-23,287.0
2011-04-23,335.0
2011-04-23,352.0
2011-04-23,384.0
2011-04-23,373.0
2011-04-23,399.0
2011-04-23,124.0
2011-04-23,139.0
2011-04-23,154.0
2011-04-23,152.0
2011-04-24,28.0
2011-04-24,29.0
2011-04-24,32.0
2011-04-24,33.0
2011-04-24,36.0
2011-04-24,39.0
2011-04-24,37.0
2011-04-24,40.0
2011-04-24,53.0
2011-04-24,62.0
2011-04-24,215.0
2011-04-24,255.0
2011-04-24,294.0
2011-04-24,331.0
2011-04-24,362.0
2011-04-24,358.0
2011-04-24,449.0
2011-04-24,422.0
2011-04-24,426.0
2011-04-24,356.0
2011-04-24,127.0
2011-04-24,120.0
2011-04-24,130.0
2011-04-24,137.0
2011-04-25,22.0
2011-04-25,32.0
2011-04-25,34.0
2011-04-25,31.0
2011-04-25,34.0
2011-04-25,33.0
2011-04-25,39.0
2011-04-25,44.0
2011-04-25,174.0
2011-04-25,67.0
2011-04-25,80.0
2011-04-25,87.0
2011-04-25,296.0
2011-04-25,112.0
2011-04-25,182.0
2011-04-25,200.0
2011-04-25,213.0
2011-04-25,684.0
2011-04-25,726.0
2011-04-25,249.0
2011-04-25,183.0
2011-04-25,187.0
2011-04-25,198.0
2011-04-25,198.0
2011-04-26,38.0
2011-04-26,40.0
2011-04-26,39.0
2011-04-26,40.0
2011-04-26,44.0
2011-04-26,47.0
2011-04-26,52.0
2011-04-26,59.0
2011-04-26,194.0
2011-04-26,79.0
2011-04-26,88.0
2011-04-26,99.0
2011-04-26,338.0
2011-04-26,186.0
2011-04-26,192.0
2011-04-26,139.0
2011-04-26,220.0
2011-04-26,473.0
2011-04-26,523.0
2011-04-26,174.0
2011-04-26,185.0
2011-04-26,189.0
2011-04-26,171.0
2011-04-26,186.0
2011-04-27,35.0
2011-04-27,38.0
2011-04-27,40.0
2011-04-27,40.0
2011-04-27,45.0
2011-04-27,44.0
2011-04-27,53.0
2011-04-27,54.0
2011-04-27,180.0
2011-04-27,67.0
2011-04-27,73.0
2011-04-27,82.0
2011-04-27,310.0
2011-04-27,106.0
2011-04-27,124.0
2011-04-27,147.0
2011-04-27,154.0
2011-04-27,378.0
2011-04-27,408.0
2011-04-27,165.0
2011-04-27,180.0
2011-04-27,186.0
2011-04-27,184.0
2011-04-27,200.0
2011-04-28,40.0
2011-04-28,38.0
2011-04-28,42.0
2011-04-28,46.0
2011-04-28,49.0
2011-04-28,52.0
2011-04-28,59.0
2011-04-28,64.0
2011-04-28,217.0
2011-04-28,62.0
2011-04-28,73.0
2011-04-28,81.0
2011-04-28,267.0
2011-04-28,95.0
2011-04-28,113.0
2011-04-28,134.0
2011-04-28,133.0
2011-04-28,684.0
2011-04-28,738.0
2011-04-28,256.0
2011-04-28,240.0
2011-04-28,245.0
2011-04-28,258.0
2011-04-28,273.0
2011-04-29,48.0
2011-04-29,47.0
2011-04-29,33.0
2011-04-29,52.0
2011-04-29,57.0
2011-04-29,61.0
2011-04-29,74.0
2011-04-29,81.0
2011-04-29,281.0
2011-04-29,101.0
2011-04-29,111.0
2011-04-29,137.0
2011-04-29,393.0
2011-04-29,141.0
2011-04-29,177.0
2011-04-29,149.0
2011-04-29,158.0
2011-04-29,502.0
2011-04-29,595.0
2011-04-29,191.0
2011-04-29,208.0
2011-04-29,215.0
2011-04-29,215.0
2011-04-29,213.0
2011-04-30,22.0
2011-04-30,23.0
2011-04-30,25.0
2011-04-30,26.0
2011-04-30,29.0
2011-04-30,36.0
2011-04-30,37.0
2011-04-30,41.0
2011-04-30,43.0
2011-04-30,51.0
2011-04-30,180.0
2011-04-30,200.0
2011-04-30,225.0
2011-04-30,245.0
2011-04-30,259.0
2011-04-30,283.0
2011-04-30,321.0
2011-04-30,330.0
2011-04-30,344.0
2011-04-30,372.0
2011-04-30,112.0
2011-04-30,121.0
2011-04-30,130.0
2011-04-30,140.0
2011-05-20,28.0
2011-05-20,30.0
2011-05-20,32.0
2011-05-20,34.0
2011-05-20,37.0
2011-05-20,41.0
2011-05-20,45.0
2011-05-20,53.0
2011-05-20,180.0
2011-05-20,68.0
2011-05-20,75.0
2011-05-20,76.0
2011-05-20,409.0
2011-05-20,133.0
2011-05-20,176.0
2011-05-20,168.0
2011-05-20,180.0
2011-05-20,629.0
2011-05-20,700.0
2011-05-20,152.0
2011-05-20,164.0
2011-05-20,172.0
2011-05-20,174.0
2011-05-20,191.0
2011-05-21,27.0
2011-05-21,28.0
2011-05-21,32.0
2011-05-21,32.0
2011-05-21,34.0
2011-05-21,36.0
2011-05-21,42.0
2011-05-21,49.0
2011-05-21,57.0
2011-05-21,68.0
2011-05-21,221.0
2011-05-21,248.0
2011-05-21,262.0
2011-05-21,297.0
2011-05-21,332.0
2011-05-21,384.0
2011-05-21,374.0
2011-05-21,395.0
2011-05-21,412.0
2011-05-21,485.0
2011-05-21,153.0
2011-05-21,170.0
2011-05-21,179.0
2011-05-21,178.0
2011-05-22,29.0
2011-05-22,30.0
2011-05-22,32.0
2011-05-22,34.0
2011-05-22,35.0
2011-05-22,39.0
2011-05-22,44.0
2011-05-22,49.0
2011-05-22,61.0
2011-05-22,69.0
2011-05-22,231.0
2011-05-22,280.0
2011-05-22,282.0
2011-05-22,278.0
2011-05-22,256.0
2011-05-22,319.0
2011-05-22,391.0
2011-05-22,451.0
2011-05-22,452.0
2011-05-22,484.0
2011-05-22,166.0
2011-05-22,175.0
2011-05-22,176.0
2011-05-22,166.0
2011-05-23,28.0
2011-05-23,33.0
2011-05-23,30.0
2011-05-23,31.0
2011-05-23,36.0
2011-05-23,39.0
2011-05-23,42.0
2011-05-23,48.0
2011-05-23,189.0
2011-05-23,68.0
2011-05-23,86.0
2011-05-23,98.0
2011-05-23,321.0
2011-05-23,168.0
2011-05-23,126.0
2011-05-23,134.0
2011-05-23,139.0
2011-05-23,419.0
2011-05-23,521.0
2011-05-23,183.0
2011-05-23,169.0
2011-05-23,183.0
2011-05-23,188.0
2011-05-23,185.0
2011-05-24,29.0
2011-05-24,32.0
2011-05-24,34.0
2011-05-24,37.0
2011-05-24,45.0
2011-05-24,45.0
2011-05-24,48.0
2011-05-24,52.0
2011-05-24,167.0
2011-05-24,69.0
2011-05-24,94.0
2011-05-24,151.0
2011-05-24,534.0
2011-05-24,190.0
2011-05-24,207.0
2011-05-24,181.0
2011-05-24,135.0
2011-05-24,461.0
2011-05-24,510.0
2011-05-24,171.0
2011-05-24,179.0
2011-05-24,184.0
2011-05-24,159.0
2011-05-24,188.0
2011-05-25,29.0
2011-05-25,30.0
2011-05-25,33.0
2011-05-25,40.0
2011-05-25,43.0
2011-05-25,47.0
2011-05-25,51.0
2011-05-25,63.0
2011-05-25,220.0
2011-05-25,81.0
2011-05-25,90.0
2011-05-25,149.0
2011-05-25,502.0
2011-05-25,180.0
2011-05-25,195.0
2011-05-25,224.0
2011-05-25,231.0
2011-05-25,741.0
2011-05-25,789.0
2011-05-25,183.0
2011-05-25,200.0
2011-05-25,200.0
2011-05-25,223.0
2011-05-25,226.0
2011-05-26,39.0
2011-05-26,42.0
2011-05-26,43.0
2011-05-26,44.0
2011-05-26,46.0
2011-05-26,46.0
2011-05-26,47.0
2011-05-26,57.0
2011-05-26,203.0
2011-05-26,92.0
2011-05-26,99.0
2011-05-26,113.0
2011-05-26,600.0
2011-05-26,227.0
2011-05-26,245.0
2011-05-26,234.0
2011-05-26,250.0
2011-05-26,866.0
2011-05-26,947.0
2011-05-26,322.0
2011-05-26,307.0
2011-05-26,228.0
2011-05-26,236.0
2011-05-26,259.0
2011-05-27,44.0
2011-05-27,73.0
2011-05-27,51.0
2011-05-27,51.0
2011-05-27,54.0
2011-05-27,61.0
2011-05-27,63.0
2011-05-27,69.0
2011-05-27,242.0
2011-05-27,92.0
2011-05-27,154.0
2011-05-27,153.0
2011-05-27,512.0
2011-05-27,191.0
2011-05-27,216.0
2011-05-27,243.0
2011-05-27,236.0
2011-05-27,824.0
2011-05-27,533.0
2011-05-27,137.0
2011-05-27,168.0
2011-05-27,184.0
2011-05-27,204.0
2011-05-27,209.0
2011-05-28,30.0
2011-05-28,33.0
2011-05-28,35.0
2011-05-28,38.0
2011-05-28,41.0
2011-05-28,44.0
2011-05-28,50.0
2011-05-28,56.0
2011-05-28,63.0
2011-05-28,71.0
2011-05-28,256.0
2011-05-28,277.0
2011-05-28,311.0
2011-05-28,340.0
2011-05-28,372.0
2011-05-28,402.0
2011-05-28,456.0
2011-05-28,478.0
2011-05-28,503.0
2011-05-28,507.0
2011-05-28,183.0
2011-05-28,189.0
2011-05-28,196.0
2011-05-28,199.0
2011-05-29,34.0
2011-05-29,35.0
2011-05-29,38.0
2011-05-29,41.0
2011-05-29,42.0
2011-05-29,45.0
2011-05-29,48.0
2011-05-29,52.0
2011-05-29,56.0
2011-05-29,60.0
2011-05-29,217.0
2011-05-29,238.0
2011-05-29,281.0
2011-05-29,353.0
2011-05-29,394.0
2011-05-29,427.0
2011-05-29,459.0
2011-05-29,496.0
2011-05-29,528.0
2011-05-29,565.0
2011-05-29,189.0
2011-05-29,192.0
2011-05-29,192.0
2011-05-29,209.0
2011-05-30,29.0
2011-05-30,31.0
2011-05-30,34.0
2011-05-30,37.0
2011-05-30,39.0
2011-05-30,37.0
2011-05-30,41.0
2011-05-30,44.0
2011-05-30,51.0
2011-05-30,73.0
2011-05-30,285.0
2011-05-30,297.0
2011-05-30,353.0
2011-05-30,373.0
2011-05-30,406.0
2011-05-30,470.0
2011-05-30,502.0
2011-05-30,525.0
2011-05-30,558.0
2011-05-30,293.0
2011-05-30,175.0
2011-05-30,189.0
2011-05-30,203.0
